no , text , class
2016019061A , 原稿 完了 端末 入力 通信 状況 開始 最初 ページ 指示 スループット 頻度 ネットワーク 経由 操作 サーバ 読取る 画像 読取り ユーザ , H04N
2016019062A , 原稿 装置 転送 方式 データ 外部 当該 形式 読み取る 決定 情報 読取る 画像 適切 , H04N
2016019063A , 原稿 送信 解析 端末 定める データ 接続 得る 指示 置 次 連携 載る 実行 処理 経由 サーバ 読取る 画像 ユーザ , H04N
2016019071A , センサー コスト 実現 部材 往復 材料 キャリッジ 導 一体 確実 読み取る 簡単 付 読取る 画像 接地 , H04N
2016019073A , 表示 強度 歪み 種類 軽減 エンジン 合成 投影 プロセッサ 簡易 dlp 補正 重畳 プロジェクタ 画像 osd 光学 , H04N
2016019074A , 行う バッファ 参照 ローカル 当該 メモリ 符号 期間 復号 生成 画面 実行 保持 頻度 中間 抑える フレーム 画像 アクセス 同様 , H04N
2016019076A , 制御 変換 フレーム 撮像 手 応じる 区分 イメージセンサ ブレ 計算 前記 適用 カメラ 画素 adc エリア 開示 電子 側面 露光 , H04N
2016019077A , 基づく メディア 表現 適応 利用 エージェント パラメータ データ 映像 生成 環境 決定 取得 前記 , H04N
2016019079A , ィフュージョンノード フローティング 一端 感度 複数 トランジスタ 各々 固体 他端 うち よる 画素 信号 接続 有無 フローティングディフュージョンノード 連結 平均 前記 配線 , H04N
2016019080A , 行う 制御 b wb 記憶 画像 得る ホワイト 基準 画素 補正 w 赤外線 被写体 ホ 処理 白 求める バランス 加算 , H04N
2016019081A , 推定 ブロック 分割 b 領域 応じる 判別 検出 光源 rgb 色 判定 加算 w 赤外線 被写体 各々 フラッシュ 算出 補正 , H04N
2016019087A , 行う 短い 応答 判断 端末 情報処理 利便 経過 時間 識別 図る 強制 可能 装置 ログアウト 処理 受け付ける ログイン 情報 ユーザ , H04N
2016019089A , 制御 ctu 系統 要求 対応 信号 受信 データ 圧縮 経路 インクリメント 以内 規模 回数 場合 重畳 のみ コア カウンタ 双方 , H04N
2016019090A , 非破壊 切り替える 遮断 撮像 リセット 読み出し 出力 入力 生成 垂直 行列 画素 保持 差分 信号 アレイ 破壊 基準 スイッチ 固体 , H04N
2016019092A , 撮る 人物 近い 置き換える 画像 位置 行える 生成 目 2つ 変える 目線 相対 補正 他方 撮影 自分 一方 部分 顔 , H04N
2016019093A , 短い 実施 レート 形態 人物 満たす カメラ フレーム 変更 識別 正確 追跡 顔 入力 係る 撮像 間隔 画像 前記 プログラム , H04N
2016019098A , 完了 終了 込 印刷 優先 否 先 割 指定 指示 場合 実行 判定 新た ジョブ 受け付ける 設定 後続 記憶 時刻 , H04N
2016019099A , 文字 行う 拡大 変更 セル 編集 認識 , H04N
2016019100A , 送信 ログイン 装置 タイミング 否 画像 意図 更新 ところ 利用 置換 判定 取得 除外 形成 サーバ 設定 情報 デフォルト ユーザ , H04N
2016019104A , 回避 強度 存在 本来 上記 補間 カラー 組み合わせ 色 近づく 複数 逆転 波長 判定 候補 強弱 対象 撮影 基準 補正 , H04N
2016019106A , 際 対応 定める 過去 データ 回数 パラメータ カラー 測る 結果 目標 色 形成 補正 取得 チャート 基準 デバイス ターゲット 更新 , H04N
2016019107A , 関係 比べる データ 前後 抑制 もと 現状 差 求める 目標 色 補正 履歴 基準 格納 目的 ターゲット 絶対 値 , H04N
2016019108A , 周辺 既知 技術 判定 低下 場合 欠陥 他 中 うち 否 画素 注目 補正 処理 使用 未知 画像 前記 精度 , H04N
2016019110A , 変換 各々 電荷 差 複数 等しい 放射線 撮像 素子 生成 跨る センサパネル 画素 境界 データ 面積 ビニング 画像 前記 挟む , H04N
2016019111A , ドット 表現 中間 単位 データ 入力 分類 分配 算出 画素 注目 領域 決定 出力 判定 擬似 階 画像 前記 属性 , H04N
2016019115A , 増幅 蓄積 電荷 均衡 ゲイン 光 初期 短絡 変換 量 指示 確実 電圧 入力 出力 所定 微弱 前記 端子 , H04N
2016019117A , 原稿 トレイ 確定 場合 サイズ 画像 差分 仮 開始 s 後段 読み取り 補正 先行 判定 処理 コントローラ 従う ある 誤る , H04N
2016019118A , 満たす プログラム 撮像 関連 目的 識別 関連付ける 判定 処理 被写体 基準 スルー 画像 精度 レベル , H04N
2016019122A , 枠 作成 カラー 視覚 域外 プロ 中 従来 プロファイル 求める マッチング 色 ファイル 出力 域内 再現 デバイス 前記 均等 マッピング , H04N
2016019127A , 行う 装置 端末 利便 クラ データ クラウドサーバー 行く peripheral アプリケーション multifunction mfp 連携 サーバー 中断 処理 ウド 別 アプリ 送受信 , H04N
2016019130A , 表示 送信 装置 配信 示す 受信 データ 興味 関連 係る コンテンツ 視聴 ログ 処理 関心 注目 ユーザ 端末 キーワード 属性 , H04N
2016019132A , 家族 嗜好 モード ユーザ もと 取得 低い 録画 優先 対象 ごと 視聴 番組 比率 再生 変化 情報 算出 メタ 補助 , H04N
2016019137A , ノイズ 増幅 在す 重畳 駆動 列方向 読み出し 端子 接続 磁界 回路 スイッチ 画素 動 入力 出力 パッド 差 連動 配線 , H04N
2016019138A , 一段落 タイミング 静止 プログラム 動画 確認 筆記 終端 検出 実施 算出 よる 内容 処理 集合 簡単 形態 画像 求める 具備 , H04N
2016019139A , リアルタイム 分割 フリッカー 動画 工程 複数 除去 平均 フレーム 連続 迅速 画素 領域 処理 差異 明るい 対応 画像 求める 補正 , H04N
2016019140A , レート 転送 中断 エン 上限 指定 ストリーミング 変更 コンテンツ 範囲 コード 示す 種類 所定 クライアント サーバ 方法 再生 リスト ビット , H04N
2016019141A , 原稿 センサー 無い シェーディング 役目 最下 蓋 支持 重り ローラー 支 挿 上下 開ける 軸 基準 読取る 白 抜 板 , H04N
2016019142A , 原稿 センサー 無い シェーディング 厚み 最下 蓋 とき 両端 重り ローラー 着脱 固定 上下 開ける 軸 基準 読取る 白 板 , H04N
2016019143A , 算出 箇所 反映 データ 情報 取得 変動 ページ 生成 画面 色 領域 重畳 出力 可視 視覚 受付 画像 監視 設定 , H04N
2016019145A , 制御 fax 要求 プラットフォーム 各部 コピーアプリ 管理 資源 s 実行 インター サービス 機器 コピー フェイス アプリ 標準 ハードウェア 呼び出し ステップ , H04N
2016019147A , 半導体 書込み 読み出す 込 単位 読 異常 データ 恒常 視認 劣化 生成 領域 表示 先頭 所定 書 記憶 書き込む アドレス , H04N
2016019148A , 要求 エクスポート 付く データ ポート db 指示 id 手間 紐 特定 グループ かかる 取得 一致 検索 宛先 イン アドレス , H04N
2016019152A , ずれ 除く 入力 g 出力 位置 m 一つ 特性 n 正確 画素 信号 感度 分光 r 生成 補間 , H04N
2016019155A , 制御 装置 切り替える 撮像 外部 自動 切り替え 確立 通信 技術 カメラ 遠隔 撮影 内蔵 モード 実現 画像 前記 , H04N
2016019157A , 制御 変換 蓄積 電荷 転送 撮像 光 オフ 夫 出力 混合 複数 素子 画素 1つ 信号 時間 別 オン 全て , H04N
2016019158A , 確認 意図 整合 情報 管理 リセット なくす 必要 処理 反映 強制 ログアウト 1つ 情報処理 発動 遠隔 同期 操作 即座 設定 , H04N
2016019159A , 表示 装置 端末 情報処理 画面 通知 状態 目的 通信 受け取る 検知 処理 情報 操作 介す 無線 画像 ユーザ , H04N
2016019161A , 一時 時間 入力 コード 動画 データ エン 静止 指示 媒体 色合い raw 直前 ホワイト 取得 記録 撮影 収束 記憶 前記 , H04N
2016019163A , 埋め込む 調査 作成 cm データ 埋る 番号 連続 世帯 コンテンツ 聴取 システム 割当てる 視聴 再生 番組 放送 サーバ 録画 込 , H04N
2016019164A , 原稿 禁止 時 誤る 到達 場合 サイズ 開閉 位置 カバー 手前 置 センサ 故障 載る 検知 判定 閉 前記 複合 , H04N
2016019165A , 送信 表示 具合 状態 基づく 受信 通信 出力 会議 テレビ 音声 システム 収 音 データ 取得 不具合 情報 前記 原因 , H04N
2016019166A , 送信 登録 付ける 管理 グルーピング 自動 位置 案件 分類 現場 紐 迅速 付す 遠隔 条件 共有 格納 画像 記憶 点 , H04N
2016019167A , 形成 損なう データ 印刷 利便 カラー 権限 取得 識別 制限 出力 実行 保持 画像 情報 条件 対象 印刷物 割合 ユーザ , H04N
2016019168A , オブジェクト 各種 状態 切り替える 印字 方式 埋る 情報 行なう 影響 抽出 埋め込む 制限 破損 秘匿 入力 処理 画像 込 及ぼす , H04N
2016019169A , 観察 印刷 色色 媒体 かかわる 検証 有色 専用 測定 所定 角度 色 構成 計測 機器 チャート 画像 記録 発色 印刷物 , H04N
2016019170A , 表示 バッファ 時 系列 信号 提示 ホールド フレーム 映像 視野 生成 立体 頭部 レート 右目 計測 後 観察 姿勢 左目 , H04N
2016019171A , 文字 状況 ショット 端末 コード データ 画像 接触 検出 結果 日時 コンテンツ 起動 蓄積 判定 取得 エリア スクリーン 認識 アプリケーション , H04N
2016019175A , 動 シリアル モード シングルエンドドライバ データ シリアライザ エンドドライバ エンド 活性 ドライバ 差 伝送 信号 出力 シングル パラレル 対応 dr cmos 端子 , H04N
2016019184A , 表示 機能 再現 印刷 利便 示す 関連 保存 受付 判断 関連付ける 過去 ログイン ファイル 受け付ける 所望 格納 情報 前記 ユーザ , H04N
2016019188A , テキスト 変換 モード 画素 データ カラー 受け取る 形式 改ざん イメージ 保存 帳票 分解 成分 イベント 処理 圧縮 削除 履歴 監視 , H04N
2016019189A , 行う 入力 容量 削減 記憶 メモリ 媒体 施す 係る 領域 処理 共有 回転 画像 ため , H04N
2016019191A , 有効 センサ リモコン 電源 モード 以外 オフ 最適 投影 受光 選定 待機 強い 判定 無効 感度 送出 測定 順位 状態 , H04N
2016019193A , 表示 制御 シール 配置 写真 作成 利用 取り込む 興味 カメラ 適用 施す 画面 近傍 処理 取り込み 被写体 撮影 ひく 画像 , H04N
2016019194A , 歪み 観察 位置 情報 抑える 投影 視認 基づく よる 形状 全体 補正 処理 視点 対象 適正 形態 画像 前記 設定 , H04N
2016019195A , 原稿 読取る 分布 データ 除去 光源 品質 検出 受光 置 影 載る 輝度 領域 安価 生成 画像 ガラス 反対 側 , H04N
2016019196A , 制御 レート hdr 異なる 撮像 入射 合成 フレーム 変動 露出 階 繰り返す 補正 光量 動画 所定 撮影 画像 自動 調節 , H04N
2016019199A , オブジェクト バッファ 遅延 取得 射影 現実 カメラ フレーム 算出 ズレ 命令 描画 t 予測 時間 限り 時刻 姿勢 ディスプレイ δ , H04N
2016019201A , レーダー 強度 光画 太陽光 明るい 霧 奥行き 変数 エアロゾル 距離 基づく 導出 画素 補正 撮影 被写体 可視 画像 前記 送受信 , H04N
2016019203A , ため 要求 情報処理 限定 当該 インタフェース 係る 呼び出す 利用 特定 呼び出し プログラム 情報 受け付ける 処理 記憶 前記 許可 , H04N
2016019204A , 表示 機能 判断 情報処理 配置 否 情報 調整 複数 起動 領域 プログラム ウィンドウ 好適 処理 会議 前記 , H04N
2016019207A , づく 端末 ネットワーク 情報 紐 記憶 複数 係る コンテンツ 集計 割合 視聴 決定 取得 母国 再生 言語 前記 属性 , H04N
2016019208A , 得る 印刷 クラ データ クラウドサーバー 画像 実行 ユーザー バイオメトリクス 事前 文書 関連付ける ダウンロード 顔 ウド サーバー 撮影 情報 許可 登録 , H04N
2016019209A , 回転 与える 追従 移動 生じる ガイド 往復 軽減 姿勢 ユニット 影響 モーメント 所定 受ける 力 読取る 画像 打ち消す ケーブル 案内 , H04N
2016019210A , 情報 応じる 切り替える 活動 画像 状態 検出 新た なか 抽出 条件 撮影 変化 編集 前記 ユーザ , H04N
2016019212A , オブジェクト 運転 分割 表す 系列 データ ロ 検出 収集 生成 バスト 値域 分布 交通 何等 基底 シーン 割合 特徴 トピック , H04N
2016019214A , 原稿 置物 部材 排気 読取る 塞ぐ 開閉 ユーザー ルーバー 置 筐 載る ヒンジ 孔 物置 湾曲 通気 スキャナ 上面 読み取る , H04N
2016019215A , 表示 コネクタ 電源 点灯 知る ハーネス テレビ 生じる 作動 の 故障 正常 点検 場合 外す 分かれる 作業 画像 特定 消灯 , H04N
2016019216A , 表示 制御 電子 自動的 以上 経過 自動 機器 期間 保存 録画 記録 チャンネル 後 削除 番組 放送 情報 前記 リスト , H04N
2016019226A , 原稿 反射 ミラー 画素 修復 光 光源 折り目 陥没 検出 の 加える イメージセンサ 照射 遮蔽 突起 箇所 直接 受光 読み取る , H04N
2016019227A , 原稿 次 読取る 周期 点灯 光 afe 変更 最後 間隔 cis rgb 照射 変わる 1つ 解像度 読み取り 等間隔 画質 最初 , H04N
2016019229A , 表示 装置 重畳 信号 撮像 外部 情報 カメラ 得る 生成 技術 入力 出力 記録 撮影 モニタ 画像 受け付ける 補助 , H04N
2016019231A , 制御 読み出す 移動 撮像 予想 天体 軌跡 s 事前 生成 求める 結 素子 レンズ 方法 撮影 光学 画像 算出 ステップ , H04N
2016019232A , 色 増幅 ノイズ 複数 フィルタ カラー 接続 面積 トランジスタ フォロア フローティングディフュージョン 垂直 フローティング 電流 画素 ゲート 出力 抑える 介す ィフュージョン , H04N
2016019240A , 表示 低下 配信 動画 受信 単位 外周 並べる 視認 隣接 画面 プログラム エン 抑える 画像 前記 端末 コード , H04N
2016019243A , 変換 蓄積 電荷 それぞれ 容量 複数 リセット リーク 読み出す 検出 受光 光 色 電圧 一括 信号 異なる 光信 露光 読み出し , H04N
2016019244A , 行う 診断 サポート 電子 チェック 中 起こる 気づく 指摘 受ける 写真 他 画質 際 解析 画像 ユーザ , H04N
2016019245A , 高周波 取得 補間 画素 出力 1つ 位置 損失 複数 色 成分 補正 処理 異なる 周波 対象 画像 比較 値 , H04N
2016019246A , 制御 機能 電子 利便 撮像 通信 対象 機器 物品 撮影 , H04N
2016019247A , 送信 携帯 端末 印刷 確立 データ スキャン 上限 direct wi 後 間 要求 達す 処理 接続 ジョブ fi 画像 受け付ける , H04N
2016019248A , 表示 制御 タイル 対応 同一 動画 符号 画素 一部 取得 復号 ピクチャ 参照 領域 決定 解像度 対象 ストリーム 活用 セット , H04N
2016019249A , 判断 方位 展開 入る データ 加工 画像 事 位置 検出 部分 削除 目線 側 入力 出来る 被写体 撮影 残す 編集 , H04N
2016019250A , 表示 送信 写る 配信 受信 サーバー 撮像 画像 生じる m 映像 n 特定 被写体 撮影 サーバ 枚数 認識 カウント 違和感 , H04N
2016019251A , パノラマ アングル ライブビュー 方位 バリアングルモニタ 円 全 カメラ 撮像 検出 バリ 相対 展開 撮影 被写体 環状 可動 モニタ 画像 方向 , H04N
2016019252A , 元 判断 モード 限定 パラメータ 好み 詳細 行える s 目的 所望 撮影 基準 範囲 簡便 設定 , H04N
2016019253A , 送信 所望 モード 機会 受信 データ 置き換える 情報 撮像 出来る 変更 意 保存 raw 反する 現像 記録 撮影 サーバ 画像 , H04N
2016019254A , センサー 機能 うまい モード 誤る 考える 傾斜 出来る 働く 撮像 料理 文書 とる 働かせる 検知 上 撮影 縦横 ocr 姿勢 , H04N
2016019255A , 判断 動かす 意図 タッチパネル 自体 ユーザー 手前 押す タッチ 引く ベクトル ズーム かかる 記録 水圧 再生 の 画像 画 原因 , H04N
2016019256A , シーン 急 拡大 目 縮小 増える 負荷 緩やか 再生 飛出す 画像 変化 懸念 , H04N
2016019257A , 表示 対する 正 制御 位置 映像 視認 立体 複数 タイミング 他方 一方 情報 シャッター ユーザ , H04N
2016019261A , 原稿 ごみ 損なう 読取る 誤る 搬送 検出 取得 白紙 ローラ 生成 ゴミ ラインセンサ 読み取り 読み取る 経路 除外 異物 画像 特定 , H04N
2016019262A , 原稿 検知 寿命 圧 サイズ 押える 開閉 給電 プラテンガラス 置 載る ラインセンサ 読み取り 配備 耐用 読取る コントローラ スキャナ 板 及ぼす , H04N
2016019264A , 対応 参照 端末 情報処理 場合 許容 範囲 成功 外部 経る 制限 利用 づける サーバー 処理 サービス 認証 宛先 情報 レベル , H04N
2016019265A , aa 状況 端末 定める 管理 旨 送る 変更 地域 利用 システム サービス 内容 示す 場合 伝送 中継 , H04N
2016019267A , 原稿 搬送 異なる 時間 複数 情報 多大 高画質 センサモジュール 積算 ラインセンサ 収まる 読み取る 処理 取得 要す 沿う 並べる 画像 フィールド , H04N
2016019275A , 送信 速やか 転送 受信 データ 記憶 通信 保存 装置 検索 機 ネットワーク 通知 ファクシミリ アドレス 既存 退避 先立つ , H04N
2016019278A , 表示 文字 c 電子 ビット カラー cb 付ける 黒板 s 座標 認識 ボード ユニット 内容 読み取る プレート 読取る 貼る コード , H04N
2016019286A , 暗い 偽造 マスク バーコード セキュアバーコード 表現 微小 形状 明 文書 ュアバーコード 符号 一助 セル 防御 もたらす 生成 セット セキ パターン , H04N
2016019287A , 既存 頂 補間 最上 背景 初期 補填 最下 行 完全 抽出 影 分離 輝度 底 取得 欠ける 画像 前景 全体 , H04N
2016019288A , 色調 副次的 印刷 カラー キャラクタリゼーションデータ 彩色 補間 副次 セット cmyk 適合 目下 代替 リゼーションデータ プロセス キャラクタ 支援 算出 コンピュータ ステップ , H04N
2016019555A , 表示 広げる コマ 裾野 初期 配置 更新 応 攻撃 画面 シューティング 判定 情報処理 升目 パズル ユーザ 処理 情報 ゲーム ステップ , A63F
2016019557A , 行う 制御 媒体 発射 経路 示唆 状態 検出 有利 制限 報知 開始 とき 方 大当り 遊技 煩わしい , A63F
2016019558A , 動機 値 異なる 管理 カウンタ 状態 不利 抽選 有利 うち づける 継続 相対 達す 設定 c 閾 遊技 区間 移行 , A63F
2016019559A , 行う 動機 当選 管理 回数 保証 適当 状態 不利 抽選 契機 有利 づける 利益 相対 転落 設定 遊技 継続 移行 , A63F
2016019560A , 封 止 鉤 不正 収容 部材 離間 解除 硬化 跨る 基板 外側 側 ケース 物質 挿入 注入 遊技 困難 空間 , A63F
2016019561A , メダル 放出 箇所 径 媒体 ガイド 小径 ホッパー 差 変更 真贋 近い 距離 使用 接 直径 ローラ 遊技 計数 送り出す , A63F
2016019564A , 登録 付与 アイテム プログラム 適用 機能 技術 ゲーム 特典 可能 決定 興趣 プレイ プレイヤ コンピュータ , A63F
2016019565A , 交差 反対 噛み合う 駆動 ラッシュ 付 共通 ギヤ モータ リール 部材 回り バック 延 軸 回転 連結 部分 止す ばね , A63F
2016019572A , 基本 含む 対応 不都合 位置 複数 取得 フォーメーションデータ 基づく うち 内容 候補 設定 操作 試合 対象 キャラクタ 役割 チーム ユーザ , A63F
2016019573A , 行う 球 判断 演出 処理 画像 状態 保留 促す 新た 当り 出現 獲得 始動 パチンコ 興趣 打ち込む 受け入れる 遊技 点 , A63F
2016019574A , 行う 球 判断 演出 処理 画像 状態 保留 促す 新た 当り 出現 獲得 始動 パチンコ 興趣 打ち込む 受け入れる 遊技 点 , A63F
2016019575A , 行う 球 判断 演出 処理 画像 状態 保留 促す 新た 当り 出現 獲得 始動 パチンコ 興趣 打ち込む 受け入れる 遊技 点 , A63F
2016019576A , 行う 球 判断 演出 処理 見せる 期間 当り 出現 獲得 低下 1つ 始動 特賞 パチンコ 興趣 打ち込む 受け入れる 遊技 点 , A63F
2016019577A , 行う もと 球 判断 演出 始動 期間 保留 現れる 確率 消化 当り 可能 獲得 処理 有限 パチンコ 興趣 遊技 得る , A63F
2016019578A , 以降 状況 球 先読み 演出 否 時短 行う 抽選 点 小当り 低下 領域 始動 パチンコ 興趣 受け入れる 遊技 特定 , A63F
2016019579A , 低下 球 判断 上記 処理 不正 否 行為 図柄 種別 当り 可能 獲得 始動 パチンコ 興趣 打ち込む 受け入れる 遊技 点 , A63F
2016019585A , 適す 排出 施設 価値 不正 媒体 貸し出す 情報 カメラ 更新 取り込む 利用 交換 撮影 記録 認証 遊技 前記 ため 顔 , A63F
2016019590A , 契機 チャンス 組合せ 単位 開始 キャンセル 実行 ボーナス 期間 抽選 結果 新た 継続 報知 度 処理 役 演出 遊技 まとめる , A63F
2016019591A , 契機 チャンス 組合せ 単位 開始 キャンセル 実行 ボーナス 期間 抽選 結果 新た 継続 報知 度 処理 役 演出 遊技 まとめる , A63F
2016019592A , 契機 チャンス 組合せ 単位 開始 キャンセル 実行 ボーナス 期間 抽選 結果 新た 継続 報知 度 処理 役 演出 遊技 まとめる , A63F
2016019593A , 契機 チャンス 組合せ 単位 開始 キャンセル 実行 ボーナス 期間 抽選 結果 新た 継続 報知 度 処理 役 演出 遊技 まとめる , A63F
2016019594A , 分岐 終了 モード mpu 開始 状態 新た の 伴う 実行 通常 t 成立 条件 art 主 順序 遊技 頻度 移行 , A63F
2016019595A , 分岐 終了 モード mpu 開始 状態 新た の 伴う 実行 通常 t 成立 条件 art 主 順序 遊技 頻度 移行 , A63F
2016019596A , 行う 被害 喚起 示す 個体 情報 発見 注意 景品 識別 買い取る 買取 報知 偽造 判定 真贋 流通 真正 通報 アラート , A63F
2016019599A , 基本 マス 接合 学ぶ 埋める 色相 遊ぶ 色 盤面 形状 置 環 載る パズル 描く 配色 ピース ルール 色彩 感覚 , A63F
2016019612A , 表示 on 切り替える 反映 期間 場合 遊技 行う 確率 保留 所定 個数 中等 有無 操作 情報 意向 設定 , A63F
2016019617A , 仕切る 上方 流れる ダクト 効果 分煙 部材 設置 間 隣接 前方 向ける ボード 供給 送風 吹 空気 遊技 一対 吹き出す , A63F
2016019622A , 開口 枠 位置 前面 閉 膨 比す 面部 形態 上側 窓 装飾 内方 領域 出る 横 可動 変化 遊技 前記 , A63F
2016019624A , 高周波 発振 左側 電極 遊技 接触 検出 正弦 右側 タッチ 可能 減衰 タッチセンサ 回路 周波 パチンコ 設定 接近 周波数 人体 , A63F
2016019625A , 終了 演出 煩わす 開始 期間 好み 検出 変更 与える 輝度 音量 合わせる 受け付ける 所定 操作 変動 遊技 設定 , A63F
2016019626A , 乱数 通常 先読み リーチ 値 定値 保留 変動 大別 事前 導出 範囲 グループ 決定 適度 演出 ノーマル 情報 応じる パターン , A63F
2016019628A , a 面 球 左右 誘導 上方 前端 盤面 路面 ステージ パネル 入賞 真上 始動 切欠 釘 遊技 程 落下 近く , A63F
2016019631A , 表示 反射 c 明るい 発光 枠 光 前方 部材 視認 リール 基板 周囲 窓 照射 向ける 回転 遊技 設ける 図柄 , A63F
2016019636A , a 当選 モード e g f 組合せる 状態 抽選 特定 従う 有利 入賞 報知 場合 転落 演出 遊技 打順 移行 , A63F
2016019637A , 表示 下面 保護 装置 演出 マスク 並ぶ 前側 画像 湾曲 前面 カバー 視認 リール 画面 窓 覆う 平板 前方 向く , A63F
2016019638A , 覆い 左側 固定 不正 前面 部材 上 面部 左 右側 パネル ユニット 右端 覆う 取付 操作 行為 取り付ける 前端 左端 , A63F
2016019639A , 閉じる ラック 開閉 左 開く ガイド ギヤ l 近づく 右 着脱 変位 領域 離れる 合 組み立て 噛 シャッター ピニオンギヤ 側 , A63F
2016019640A , 組み立て 収容 マックスベットボタン 部材 ランプ 押す センサ ボタン マックス 基板 保持 覆う 接続 ベットスイッチユニット 操作 ベット スイッチ カバー 照光 電気 , A63F
2016019641A , コネクタ 移動 不正 前面 扉 行為 コネクタカバー 露出 スイッチ 上側 基板 近接 取り付け ケース 方向 操作 実装 中継 取り付ける 配線 , A63F
2016019643A , 加える 接触 作動 演出 動かす ソレノイド ジャ 複数 ストップ スイッチ 動き ボタン プラン 効果 ユニット 振動 ヒンジレバー 遊技 , A63F
2016019645A , 映し出す ユニット 圧 扉 機外 上 投影 新しい 輪郭 パネル 装飾 上部 画像 高める 正面 操作 回転 遊技 押 皿 , A63F
2016019647A , 文字 技 拡散 配置 発光 交わる 光 光源 通過 中央 ライン 受光 裏面 孔 進行 貫通 趣向 導 レンズ すし , A63F
2016019650A , 有効 興趣 要求 演出 達する 中断 たび 段階 倍 期間 再開 倍増 特定 次段 更新 時間 操作 向上 移行 設定 , A63F
2016019651A , 有効 最終 要求 演出 次段 たび 初期 期間 減じる 乗じる 段階 係数 決定 時間 操作 必要 シナリオ 移行 算出 最初 , A63F
2016019657A , 行う 貸与 定める 満つ 単位 玉 遊技 倍 媒体 保留 整数 数 s 該 達す 処理 パチンコ yes 払い出す 記憶 , A63F
2016019658A , 表示 制御 演出 可変 遊技 状態 保留 識別 有利 前記 s 実行 報知 処理 パチンコ 期待 制限 記憶 cpu ステップ , A63F
2016019659A , 表示 制御 演出 可変 遊技 状態 保留 導出 識別 有利 前記 s 実行 報知 パチンコ 期待 記憶 cpu 期間 ステップ , A63F
2016019660A , 表示 演出 もとづく 異なる 否 割合 示唆 保留 結果 変化 予告 うち 可変 実行 通常 高める 興趣 態様 記憶 ある , A63F
2016019661A , 表示 演出 もとづく 異なる 特別 保留 結果 変化 予告 可変 実行 通常 種類 とき 高める 興趣 期待 態様 記憶 割合 , A63F
2016019662A , 表示 興趣 演出 可変 もとづく 保留 結果 変化 予告 可能 実行 判定 高める 異なる 通常 期待 態様 記憶 特定 ある , A63F
2016019675A , 加える 実施 同時 種類 変動 大当たり なる 特別 絡める 遊技 s 具体 処理 時間 興趣 yes 図柄 並行 セット パターン , A63F
2016019677A , ゾーン dhsz 演出 d データ 大当たり 音声 変動 飾り s 特殊 dkz h dv 突入 分かる 中 記憶 ゲーム デモ , A63F
2016019680A , 増大 制御 容量 管理 開始 遊技 要件 生成 加える 意思 関わる 通常 更 情報 所定 履歴 操作 記憶 アクセス ため , A63F
2016019681A , 増大 制御 容量 開始 記憶 要件 混在 加える フラグ 意思 関わる 通常 更 情報 所定 履歴 生成 操作 遊技 アクセス , A63F
2016019682A , 増大 パスワード 正常 遊技 引き継ぐ 制御 記憶 特別 通常 行なう うち 関わる 的確 更 入力 操作 所定 履歴 態様 情報 , A63F
2016019683A , 送信 制御 不都合 容量 生じる 事態 遊技 関わる 更 表示 情報 所定 履歴 記憶 増大 , A63F
2016019684A , 制御 具合 電源 不具合 削除 開始 記憶 要件 断 生成 投入 行なう 処理 情報 所定 履歴 操作 遊技 アクセス 虞 , A63F
2016019685A , 制御 具合 電源 不具合 削除 満たす 開始 記憶 要件 生成 投入 行なう 処理 情報 所定 履歴 操作 遊技 アクセス 虞 , A63F
2016019686A , 増大 制御 容量 情報 開始 記憶 取得 応じる 生成 加える 意思 関わる 通常 更 操作 所定 履歴 態様 遊技 アクセス , A63F
2016019687A , 制御 終了 演出 損なう 経過 情報 未然 時間 実施 事前 行なう 進行 操作 所定 履歴 生成 気付く 遊技 アクセス 受付 , A63F
2016019688A , 制御 終了 気付く 演出 時間 開始 情報 未然 要件 実施 行なう 経過 履歴 所定 操作 記憶 生成 遊技 アクセス 受付 , A63F
2016019689A , 制御 実施 示す 情報 要件 変動 疑似 更新 行なう 抽選 組合せ リール 処理 フリーズ 定まる 履歴 停止 遊技 関心 図柄 , A63F
2016019690A , 表示 制御 実施 示す 情報 要件 変動 疑似 更新 行なう 組合せ リール 処理 フリーズ 定まる 履歴 停止 遊技 関心 図柄 , A63F
2016019691A , 表示 制御 実施 当選 リール 関心 情報 要件 抽選 更新 行なう 定まる 組合せ 示す フリーズ 役 履歴 結果 遊技 図柄 , A63F
2016019692A , 表示 制御 実施 当選 リール 関心 情報 要件 抽選 更新 行なう 定まる 組合せ 示す フリーズ 役 履歴 結果 遊技 図柄 , A63F
2016019693A , 低下 リール 満たす 継続 遊技 関心 変動 更新 行なう とき 組合せ 示す 要件 定まる 履歴 停止 情報 図柄 , A63F
2016019694A , 低下 示す リール 変動 満たす 遊技 とき 特別 更新 行なう 継続 組合せ 関心 要件 定まる 履歴 停止 情報 図柄 , A63F
2016019696A , 位置 担 付加 移動 媒体 もの 占める 上限 快適 解除 下限 遊戯 停止 読み取る 妨げる 進行 読み取り 情報 ゲーム コントロール , A63F
2016019703A , 確率 終了 益 付与 制御 割合 状態 抽選 媒体 有利 興趣 利益 通常 斬新 成立 所定 操作 実現 遊技 通過 , A63F
2016019704A , 位置 重なる 被覆 移動 遊技 部材 とき 設ける 視認 ある 可能 当該 所定 演出 趣向 隠す 範囲 姿勢 前方 , A63F
